"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"01E22" -0.0212236215721318 0.0514916204961188 -5.32950624896083 1.10980428773165e-05 0.00221465688731329 1.24006412278207
"50G05" 0.0124090429987205 0.029320893051745 5.32694689763181 1.11760083908355e-05 0.00221465688731329 1.2330363051845
"18P15" -0.0415281413143224 0.0953656953009142 -5.32522636937081 1.12287297773619e-05 0.00221465688731329 1.22831183444124
"18H02" -0.0141957924615536 0.0388373584659354 -5.31244539072695 1.16282703828536e-05 0.00226239756578182 1.19321584654378
"66O22" -0.00969657651235688 0.0360478192931894 -5.31063970406327 1.16858565356845e-05 0.00226239756578182 1.18825749669058
"01H23" -0.031931711179813 0.0635579781584651 -5.31004510913599 1.17048816910038e-05 0.00226239756578182 1.18662476013897
"87C01" -0.00674194830983167 0.0190427845924116 -5.29646572260706 1.21479461039497e-05 0.00227140557162185 1.14933622634356
"17M13" 0.00910157935775158 0.0393837968409919 5.29538467101484 1.21839337018391e-05 0.00227140557162185 1.14636769765348
"18I04" -0.0159726372809872 0.0459707776417366 -5.29509815320918 1.21934896468258e-05 0.00227140557162185 1.14558093024163
"01M24" -0.0225004808298978 0.0556408261181311 -5.29489655547864 1.22002178455619e-05 0.00227140557162185 1.14502735028958
"60O15" 0.0166144852208391 0.0509796115550777 5.29444794908095 1.2215203181864e-05 0.00227140557162185 1.14379549374828
"87I17" -0.00474275453444443 0.0126049338887913 -5.29228188869138 1.22878190966364e-05 0.00227140557162185 1.1378475748724
"01M22" -0.0219686601578595 0.0497340828443975 -5.29079214713537 1.2338013173882e-05 0.00227140557162185 1.13375680454893
"01O21" -0.0209680305504889 0.0559793845575985 -5.28960285120159 1.23782319979392e-05 0.00227140557162185 1.13049104777662
"18M15" -0.0143269901110506 0.0502212337496249 -5.28017069030633 1.27018987561541e-05 0.00229260150168758 1.10459081130704
"14E15" 0.0063257703143771 0.0203746176352635 5.27821569258129 1.27700405785499e-05 0.00229260150168758 1.09922250930041
"06I18" -0.00518752075325877 0.0103626914308605 -5.27502311499516 1.28821082200234e-05 0.00229260150168758 1.09045591085267
"18M18" -0.0278530588738165 0.0626271289777536 -5.26400850190396 1.32763815612193e-05 0.00229260150168758 1.06021078075999
"87M11" -0.00340041111494015 0.00812095457195793 -5.26398829945303 1.32771157328624e-05 0.00229260150168758 1.06015530705347
"18E22" -0.0629476397131314 0.142152705687078 -5.26386183764178 1.32817123721624e-05 0.00229260150168758 1.05980805687597
"01D07" -0.0189541871256337 0.0445265929213433 -5.26253426834064 1.33300634043199e-05 0.00229260150168758 1.05616270190342
"01H22" -0.0220074886808368 0.051673681443632 -5.26211475437287 1.33453791037123e-05 0.00229260150168758 1.05501076552493
"01F24" -0.0437562715299147 0.0815238251548476 -5.26040632538391 1.34079333735742e-05 0.00229260150168758 1.05031962649105
"35N22" -0.00716475081377106 0.0336370362328067 -5.25875806564331 1.34685634053093e-05 0.00229260150168758 1.0457937167104
"30D14" -0.0062943820675421 0.0251161301899919 -5.25826632554634 1.34867049331652e-05 0.00229260150168758 1.04444346380236
"01F23" -0.0292741153827824 0.0601599518817423 -5.25791480465501 1.34996884497007e-05 0.00229260150168758 1.04347823484762
"12L15" 0.00502669023008977 0.0157997726835351 5.25731943511062 1.35217071978952e-05 0.00229260150168758 1.04184343165585
"68F02" 0.00819293149132063 0.0239867608156586 5.25048959612755 1.3776890132378e-05 0.00231643841932588 1.02308975084458
"54C08" 0.0191806803398588 0.0295898047827789 5.24806243993656 1.38687349606056e-05 0.00231643841932588 1.01642521300043
"45K09" -0.00458935134157074 0.00658687837839135 -5.24718769444733 1.39019861677889e-05 0.00231643841932588 1.01402332583143
