"groupCD" "groupUC" "groupCD.agemiddleage" "groupUC.agemiddleage" "groupCD.ageold" "groupUC.ageold" "AveExpr" "F" "P.Value" "adj.P.Val"
"47H23" 0.00290887394231483 -0.00419076848166665 0.000706719813518544 0.0132523337833334 -0.00324363922824075 0.015291231629074 0.0259717570145227 8.7288675171273 6.11036537891178e-05 0.0430550733933535
"50E12" 0.0130670899318516 -0.000431894484301812 -0.00804363992081135 0.0137837330256667 0.000699873120815022 0.0105839086854755 0.0427656820491947 8.72027323604597 6.15419622039343e-05 0.0430550733933535
"46O10" 0.101112446058334 0.0173544418625005 -0.0795744248466361 0.0401087521636662 -0.0853478347249999 -0.0193679370625009 0.0321959469271189 8.70699509555046 6.22258825955258e-05 0.0430550733933535
"87G23" -0.00873231737903769 -0.00700577100577048 0.00993285638407517 0.00631804141877181 0.00517771427507074 0.00441437476681016 0.017982530905379 8.64717910419012 6.54109802577257e-05 0.0430550733933535
"45K09" -0.00789773591790346 -0.00626112482380293 0.00611136459828595 0.00257813363516602 0.00296476198543255 0.00517214806633203 0.0617951516704701 8.59659786102691 6.82428502904069e-05 0.0430550733933535
"87C19" -0.0107723926619709 -0.0070959085187037 0.00727852437141535 0.00506222244687037 0.00630247679863756 0.00157896005537034 0.0288370576585814 8.54936752968528 7.10077692734162e-05 0.0430550733933535
"35L16" 0.00366081882249998 0.00996723677166666 -0.00235285840632715 -0.00352732113277778 0.0182524835734445 0.00883220251427779 0.0697672799275403 8.5388511766356 7.16398427580694e-05 0.0430550733933535
"47N20" 0.0295644710951214 0.00701677870991315 -0.0142555029921418 0.0208031761437331 -0.0185589501362523 0.00967353537008684 0.0177416447422705 8.49823555130304 7.41390491290483e-05 0.0430550733933535
"66C09" -0.0481397530888886 -0.0307692017083333 0.027124123486111 0.00722312343399993 0.0250324529322221 0.0176283415016667 0.026895767890461 8.45018305404486 7.72189472848956e-05 0.0430550733933535
"46O15" 0.0385520251983331 0.0150772142935185 -0.0184222798152775 0.0121311733673147 -0.0338333074896664 -0.0182276694181851 0.0533855506207941 8.4368229014031 7.8099772291976e-05 0.0430550733933535
"20D21" -0.0392739774916661 -0.018578013758333 0.0178331087416663 -0.00798755599547635 0.0188294413968509 -0.00774259633648217 0.0543377798509033 8.43568255894773 7.81754585763449e-05 0.0430550733933535
"47I22" 0.0202256416833334 0.00163073481170036 -0.00945829094379253 0.0196563971501619 -0.0198844401932483 0.00771623579505135 0.0269304291554764 8.3981198997538 8.07136672982603e-05 0.0430550733933535
"20J08" 0.00307153979687501 0.00645920960375001 0.00142815404852185 0.00328260287927648 0.0121326021311805 0.0135092430243055 0.1375083678563 8.39252520183147 8.1099320484828e-05 0.0430550733933535
"55C10" 0.00222527836348546 0.00374885769146495 -0.00172303437894401 -0.00431613576545966 0.00197020752529759 0.0114698587249107 0.0223070765982842 8.35812817791925 8.35148311630421e-05 0.0430550733933535
"87B05" -0.00767296825878973 -0.0050987766485417 0.00330055721462305 0.00158613357407872 0.00472147838265086 0.00215418796522688 0.0168008830057511 8.355582937998 8.36966514389685e-05 0.0430550733933535
"18B02" -0.0402013672749996 -0.018502125570833 0.00494150810833324 -0.00826789782694446 0.0172529505516662 0.00332239993083306 0.0647312623652709 8.35457161895718 8.37690148437801e-05 0.0430550733933535
"47D01" 0.0390190469999997 0.00887960141666686 0.00262591691810906 0.0626510581125527 0.0404787950373335 0.0169059772206664 0.0355769284732882 8.32060453132195 8.62394207386973e-05 0.0430550733933535
"91C01" 0.00437328712833334 0.00604152508333332 0.00493696888555557 0.00684597183500004 0.0265427071058165 0.0143943530025926 0.0219266770809425 8.29479526953474 8.81694468408736e-05 0.0430550733933535
"94J09" -0.0565155358869043 -0.0292931565499997 0.027341183873015 0.00164430700633277 0.041653597250238 0.0163220531299999 0.015129270862416 8.28395435440317 8.89940927063931e-05 0.0430550733933535
"47H22" 0.0206419504316667 0.00164316238166666 -0.0123994609302246 0.0262253071008865 -0.0143928020916666 0.00937717427833336 0.0410925264466387 8.27008878087259 9.00610584108404e-05 0.0430550733933535
"83A01" 0.00525463306833335 0.0146914209291136 0.00183413445111105 0.000331497516254494 0.0366482867803333 0.00428782336955311 0.0152418402491806 8.24256129895 9.22207534521675e-05 0.0430550733933535
"63P23" -0.013296700155 -0.0133565881399305 0.00692887749555555 0.00760202308093053 0.00641401688249997 0.0131941372340972 0.0188050822243578 8.22113431734372 9.39407883702487e-05 0.0430550733933535
"41K20" -0.0581206473983333 -0.0268313188916665 0.0332540262324693 -0.0132474425433334 0.0255200594049998 0.00199154689833309 0.0633547216119271 8.21780081173462 9.42115031421493e-05 0.0430550733933535
"54O17" 0.0126750055047222 0.00371274159296298 -0.00846707408043211 0.000792583852621684 0.0122056962363492 0.000117361502870331 0.028106700301495 8.21350802599323 9.4561370995655e-05 0.0430550733933535
"13B11" 0.0155608672958334 0.00779298916666668 -0.00816498542361113 -0.00157622061725928 -0.00910477921449999 -0.0105609614186667 0.0348945849687308 8.21011823636934 9.4838641265699e-05 0.0430550733933535
"90B02" 0.0112692024158333 0.0154487017548148 -0.00273933134027779 -0.000403650503481428 0.0196610928575001 0.00768449205185188 0.0199366087281612 8.20286310422975 9.54350540782334e-05 0.0430550733933535
"69I24" 0.0144226538675195 0.00849785849631288 0.00342036600885168 0.0145234955138329 0.00687678704252305 0.0104198690137296 0.0356640373291277 8.1811225278597 9.72467953005954e-05 0.0430550733933535
"87J05" -0.00593958306083333 -0.00222925139583335 0.0016776313723611 -0.00261851797374998 0.00133192788183862 -0.00304272865538365 0.0196801282291616 8.14561831831386 0.000100286402689058 0.0430550733933535
"87O15" -0.00992976620188495 -0.00773518722646497 0.00656556480278882 0.00410359682401788 0.00669528034081087 0.00380940266287767 0.0205553139123869 8.14152605623324 0.000100643335326446 0.0430550733933535
"46N01" 0.0262370128201063 0.0015774925819976 -0.0132539313684115 0.0217523302067099 -0.00575907005877296 -0.0082893747373309 0.0808671591356709 8.12100489331326 0.000102454162746034 0.0430550733933535
"94N13" -0.048979336608333 -0.0322291643583333 0.0295769236388885 0.0118570017026666 0.0350370341261107 0.0293826725761111 0.0216600974248314 8.12007149010937 0.000102537365666967 0.0430550733933535
"02N23" -0.00745943661925926 -0.00915034197166668 -0.00314462683296301 0.000517858877666668 0.00254830574042593 0.00228162804783336 0.079991888222137 8.11340023025048 0.000103134179505829 0.0430550733933535
"14L19" 0.00763674965305557 0.00489633481310515 -0.00557825088050923 -0.00216568280433662 -0.00550792436430556 0.0120941051735616 0.0595472447991004 8.10433595386853 0.000103951130877617 0.0430550733933535
"48D22" 0.00968802400740741 -0.00242464203333332 -0.00708961981435184 0.0121474027274575 -0.00919225979274071 0.00490017448133336 0.0854421906395156 8.05337162019205 0.000108677397740768 0.0431385296463593
"52A08" 0.00859584625000003 0.00356915064722226 0.00023643438696613 0.0143069692686186 0.0150397014466666 0.0197676442994444 0.0361814568871064 8.05068826101047 0.000108932633305019 0.0431385296463593
"50L10" 0.0233682245333333 0.0192573507446267 0.00185177480399517 0.0129795896238129 -0.00782887400799217 -0.00843434759761889 0.0375308595062882 8.03487250784361 0.000110450291863644 0.0431385296463593
"66A14" -0.0164909149832271 -0.0143345548915604 0.00995089241628264 0.00623561404239373 0.00834720840126955 0.00665770625960286 0.0270779786908243 8.0122996000158 0.000112656298226021 0.0431385296463593
"62E20" 0.0107135707871267 0.00494841374166671 0.00285114281842742 0.0193259362605825 -0.000346004022899688 0.00829946798078739 0.0321882338372727 7.9831156150898 0.000115579643910326 0.0431385296463593
"63O22" 0.0219791028334396 -0.00198949156526701 -0.0101963509385499 0.0162721114357406 -0.012268465716773 0.0145512854986003 0.025388228677424 7.98039518813378 0.000115856319040522 0.0431385296463593
"67P20" 0.00663663103185188 0.000277236876574068 -0.00299174718697529 0.00634029904938891 -0.000738570058518538 0.00812538500009257 0.0268003307349425 7.98010034650374 0.000115886348469801 0.0431385296463593
"06I18" -0.00716261461957342 -0.00709186406555555 0.000397744698678363 0.00119214128592593 0.00365137004646232 0.00490430517207408 0.0441139709296339 7.9784383222563 0.000116055782858484 0.0431385296463593
"55L15" 0.0172823943066667 0.00557247079555556 -0.00645289670574077 0.00451818420537038 -0.00424516054822223 0.0025800970595556 0.0331234550511832 7.94894380997562 0.000119107801982308 0.0434663591112332
"68B10" 0.0128825850556723 0.0149653228716666 0.000824227399420311 0.00698155012416668 -0.0014508318241119 -0.00445301653187925 0.0249735743917185 7.93556489470896 0.000120520876752207 0.0434663591112332
"93C15" 0.00355091571425924 0.00744906283043981 -0.00208177321009259 -0.0039742903733102 0.0115619419779233 0.0145127014117428 0.0130562655980302 7.92011750086131 0.000122175121311999 0.0434663591112332
"31M24" -0.012070926755 -0.00352448641255315 0.00399015344669345 -0.00945383214785221 0.00983905787780444 0.00258040184535761 0.194574116715967 7.91310186154403 0.000122934551344156 0.0434663591112332
"58I20" 0.0370695253584396 0.00919705959578018 -0.0180014341130662 0.0151037805162597 -0.00287722426168783 0.00939815805097152 0.0185229184623252 7.86414586043457 0.000128378900229796 0.0440722498430691
"59F22" 0.0162592209137934 0.0021813472433333 -0.00629047582157111 0.0131628437465817 -0.00426092874712673 0.00846754565666669 0.0298964683632388 7.86414126516385 0.00012837942339948 0.0440722498430691
"33F10" -0.0704173623391663 -0.0273764558166663 0.0126210822669441 -0.0176689145166671 0.0288056851864999 -0.00201053231933411 0.0769922623728912 7.82688517564697 0.00013269814968194 0.0440722498430691
"63M15" -0.00703577925083333 -0.00720919360907407 0.00418852633916664 0.00447407454918518 0.00817324362416666 0.0073775165157407 0.0153342383099703 7.8214947385509 0.00013333597340231 0.0440722498430691
"67M19" 0.00403110791916666 0.0064637990725 -0.00103749506126538 -0.000349532962740692 0.00716090204235189 0.00395214742235184 0.0374053917932863 7.78847494711372 0.000137316471758721 0.0440722498430691
"30F09" -0.00406417672277775 -0.00312476891861107 0.00259675283023807 0.000145688792388855 0.00127650626103704 -0.00225127481146299 0.058239311730678 7.78522561333472 0.000137715098001826 0.0440722498430691
"05F23" -0.00898587365916663 -0.00938187744166663 0.00343764226765429 0.00424161236849994 0.00750963654878568 0.00197577573366659 0.0381859930939548 7.78384619622547 0.000137884704034508 0.0440722498430691
"47L22" 0.0215546198666665 0.00414929219166664 -0.00744662540555541 0.0289157794716666 -0.0172525874933331 0.00463771054833359 0.031789924475745 7.76707997171241 0.000139964434930216 0.0440722498430691
"17K21" 0.00762641222499999 0.00562929470833331 -0.00159776402901234 0.00286282693805824 -0.00138153553212957 -0.00268585620861104 0.1522804268593 7.76505980715523 0.00014021731365242 0.0440722498430691
"36J08" -0.00772994721666666 -0.0046836916333333 0.0010844682605555 -0.00131413466766671 0.00504429618066666 0.00429140274733326 0.047928556812953 7.75990750768744 0.000140864514709961 0.0440722498430691
"66A21" -0.00818620817175926 -0.00843432184974538 0.00445614953011569 0.00726370982795367 0.00597771254337832 0.0090659954237454 0.0251188023563715 7.75590702506647 0.000141369269665279 0.0440722498430691
"63D22" 0.0101001439285185 0.0071212972722222 0.00219997950057734 0.00920407214694445 0.00660527035573498 0.00935964012111116 0.0233734013944579 7.70149321718155 0.000148433534658192 0.0456703443722351
"47E23" 0.0182139506583333 0.00422383165740743 -0.00410181122855796 0.0222356505901457 -0.00436706749433337 0.0123413147399259 0.0223552466088561 7.67952438000688 0.000151393524893196 0.0456703443722351
"60C20" -0.0012288201275926 -0.00293613429773147 -0.00400847646891529 -0.00585285549960183 -0.00400230000001852 0.010683631503824 0.069186133541005 7.67056124764031 0.000152619545247192 0.0456703443722351
"56C11" 0.00819214798842595 0.00753936871930557 -0.0033591694620701 -0.00138436834800527 -0.00409303643000003 0.00346777561828699 0.171839951633189 7.66224919153676 0.000153766151766313 0.0456703443722351
"66A04" -0.01245858803125 -0.00865324367958335 0.00678867244236115 0.00311882868910715 0.00690044615391668 0.00231212778891671 0.0239348031395157 7.64786702850765 0.000155772264804328 0.0456703443722351
"51M03" -0.0014797273574074 -0.00482349392074075 1.50885694444254e-05 0.000737708414407423 -0.000771881853888903 0.00138883594074075 0.131294165872411 7.64662564459178 0.000155946748968761 0.0456703443722351
"28I19" 0.0133733913786607 0.0648693330946583 -0.00296672384060514 -0.00779935713289898 0.013750341130233 0.00303719112267472 0.0523695001443481 7.62974775788229 0.000158340225000734 0.0459075814344629
"45N23" -0.0115077467898148 -0.0075661359225 0.00632862706425924 0.000158757556944434 0.00500218068800531 0.00134750329616664 0.0462345963289597 7.60495471671429 0.000161928823335946 0.0461586036293363
"21D14" -0.00375648244291668 -0.00294171603708332 -0.00177398778239198 -0.00163274245558335 -0.00196013848293518 -0.00317978893691668 0.649767063623745 7.59761561389904 0.000163007975822191 0.0461586036293363
"03I17" -0.00288616748576391 -0.00059762958770834 0.000800569180060644 -5.67171110416562e-05 -8.92869087109431e-05 0.0143964867426184 0.0433130349133839 7.58695854849595 0.000164588939043616 0.0461586036293363
"87C11" -0.00712411413814818 -0.00297450651611113 0.00134517089638885 -0.00340597161431482 0.00579098065230692 0.000589606231222268 0.0120417817488063 7.57232748325212 0.000166786631362903 0.0461586036293363
"18C14" -0.0937918979900003 -0.029544153687917 0.038425253384445 -0.0150859456747497 0.054830098826667 -0.0179154919654158 0.0686287386529893 7.5698208824347 0.000167166329151185 0.0461586036293363
"81D17" 0.00664585410749998 0.0109193006624469 0.00590172849388889 0.00424595489023831 0.0153044595839286 0.0105713774242198 0.0328992091430536 7.55729703908438 0.00016907754834242 0.0462458996140734
"03N23" -0.00971396093624999 -0.00963752957333333 0.00298876951140428 0.00175980109861111 0.00412885189125002 0.00613842469999997 0.0498299497125812 7.52508034771886 0.000174103958653711 0.0471701058659656
"69K06" -0.000704541767255297 0.00734978860200395 -0.000313946388182308 -0.00725002195563291 0.00859433649224473 0.000540171952985436 0.0880884670781893 7.49924618349342 0.000178251863246663 0.0471701058659656
"66L23" -0.00744198596564818 -0.00740797163083337 0.0061602341772531 0.0052845274061667 0.00485377935494443 0.00194108950550003 0.0331263711937626 7.49568981528665 0.000178831224966465 0.0471701058659656
"23O16" 0.00605666609666667 0.001227425675 0.00534446397916669 0.00717730229750002 0.00198594553066665 -0.00743387811433338 0.0393482106015333 7.47693148285053 0.0001819211506094 0.0471701058659656
"52E11" 0.00689736670435185 0.00463855045432542 -7.62035850033017e-05 0.00348357146435646 -0.00306127973937302 0.00270942541620896 0.0217384766210937 7.47522324234195 0.000182205404290012 0.0471701058659656
"46K17" 0.0707134997941668 0.0209087190583333 -0.0576753130116668 0.026295005815 -0.0554147570674998 -0.0168723377650002 0.117533570128634 7.47188440085305 0.000182762386193299 0.0471701058659656
"90I09" -0.0685329091666671 -0.0252059803916668 0.0395623930722227 -0.0054569048576666 0.0284808594000005 0.0153470598049998 0.0181090476562851 7.45607134111567 0.000185425541441552 0.0471701058659656
"46P14" 0.105590221816666 0.0380340861875 -0.0816585144888886 0.0203220963225 -0.0953171258679993 -0.0283704920054996 0.110885634885777 7.45519579308308 0.000185574223189207 0.0471701058659656
"50M01" 0.013525597967963 -0.00135754772138887 -0.00690531127101856 0.0114856778732222 0.000647048099814792 -0.00201729009416673 0.0292511104283746 7.44425726182693 0.000187442710869534 0.0471701058659656
"47J22" 0.0261025387983333 0.00265300489833333 -0.00726527992416656 0.0317025400631664 -0.022258859855 0.00276134348833332 0.0290475355286832 7.4267260647396 0.000190480092005042 0.0471701058659656
"83D01" 0.00885388736666665 0.00966689519083335 -0.00672260635861106 -0.00442677476833334 0.0192976888912593 0.00116041802042594 0.00982569792073879 7.42175997855854 0.000191350180492503 0.0471701058659656
"46K21" 0.0798036240333336 0.00947374658333352 -0.0661470658416669 0.037160590568333 -0.0583090482199999 0.0047896403466661 0.0248799638995104 7.39006566865408 0.000197005921776426 0.0471701058659656
"46M21" 0.0298843676500003 0.000595993675000072 -0.0164325873333338 0.0373118066349999 -0.0165578620385189 0.0111380982716663 0.0661454455841462 7.37875892645624 0.000199067294213475 0.0471701058659656
"25H13" 0.00111467475925925 0.00153171971212965 0.00514945730555556 0.00210146558231478 0.00517495098132277 0.00839871529749997 0.087436195792856 7.36498300959967 0.000201610543054902 0.0471701058659656
"35N22" -0.00652666933916668 -0.0028241136291667 0.00240064004833334 -0.00514012170499999 -0.0034471820288704 -0.00175751505387038 0.0489227499700783 7.36047152619033 0.000202451086047169 0.0471701058659656
"88I20" 0.00121101469869378 0.00305561863820767 0.000914881663074306 -0.00129264471426056 0.010273328167707 0.0120437318798598 0.0270984972569672 7.35541068586303 0.000203398512235826 0.0471701058659656
"47P05" 0.0286413556912403 0.00310514225583334 -0.0119583517634625 0.0165897016827908 -0.0157558603262403 -0.00105931440250003 0.0277307027068067 7.34249944932311 0.000205837471649903 0.0471701058659656
"66J11" -0.010693075727381 -0.00822885877654758 0.00745693958108467 0.000131577243362403 0.00445005147738094 0.00361362684321421 0.0157800502776894 7.34130911094742 0.000206063922912554 0.0471701058659656
"48A21" 0.006068687465 -0.00748059936666665 -0.00420034031138888 0.0127490243163889 -0.00794865231833331 0.0332565201466667 0.02827615527264 7.33916822826165 0.000206471887917552 0.0471701058659656
"47J19" 0.0119627366529231 -0.000376088677023819 -0.00544228279431195 0.0143493228711054 -0.0068469992362564 -0.000573088206309518 0.0188166798514209 7.33688959105687 0.000206907067112457 0.0471701058659656
"69H11" -6.01848158333459e-05 -0.000540516162685196 -0.000272085363611097 0.0054480724010185 -0.00123710881764814 0.00645026434957412 0.0512316569825187 7.33303091460633 0.000207646278956684 0.0471701058659656
"26F07" 0.0132521698509722 0.0141943843779167 -0.0037923325243849 -0.005795785760787 -0.00195298008082406 -0.00600363749110188 0.0437614160815179 7.30816993970546 0.00021247823910489 0.0471701058659656
"07G23" -0.0105248765833333 -0.00770979419083335 0.00376406837722222 0.00153172187435185 0.00619953152462963 0.00500753745601851 0.0381463787173644 7.30246972481301 0.000213603250607053 0.0471701058659656
"61L05" -0.0338665292966661 -0.0203485362133328 -0.00574830204129665 -0.0190784583468523 0.0257660308633328 0.0118538610466663 0.0355559537725157 7.29700876060827 0.000214687111879926 0.0471701058659656
"50C21" 0.0108065481584396 -0.00889286228365346 0.011279494789616 0.0342866826144868 0.000572928299102908 0.021166136553696 0.0289851643235567 7.28853710611545 0.000216380354426161 0.0471701058659656
"12H17" 0.00264535952127976 0.000387590807499974 0.00132892711514332 0.00205667684932873 -0.000231999975464976 0.0149961831066482 0.0474822463266952 7.27025704049616 0.0002200836350132 0.0471701058659656
"09D22" -0.0068576619450496 -0.00794522120275463 0.00424285448662808 0.00485987284042921 0.00134115421473876 0.00243068394053241 0.0387963559267006 7.25092285980364 0.000224075493018502 0.0471701058659656
"18B07" -0.0229323911583333 -0.0156289567020834 0.00248051936222222 -0.00296559873513888 0.00704955785841836 -0.0017702793978316 0.0419950294583891 7.24884692598076 0.000224508755352872 0.0471701058659656
"03L20" -0.00628126765145831 -0.00925539389444441 0.000116302364853406 0.000685617227333303 0.000589663619812798 0.00201559053520635 0.058891064285778 7.24484643911222 0.000225346253503296 0.0471701058659656
"14B12" 0.0070087188946296 0.00262787968583329 -0.00212271019123451 0.00150806412812968 -0.00237680647500001 0.00086691128379629 0.0514916204961188 7.233031693054 0.000227839525637308 0.0471701058659656
"23G23" 0.00845631447000003 0.0184612231057802 0.00319676266784719 -0.00644572385639598 0.00363274338089368 -0.00226237021311357 0.0690103262637964 7.23022140868977 0.000228436980909499 0.0471701058659656
"82N13" -0.0109644382625 -0.00960137934999997 0.00507266735972221 0.00370817484916668 0.00403169697116666 0.00769810977533331 0.0296391830244795 7.22657486016937 0.000229214759710591 0.0471701058659656
"58B22" 0.00648550880185175 -0.0163231519833334 0.00793857098925937 0.0431748473239999 0.0153436447534815 0.0421704124553332 0.0363569615264601 7.2241858684546 0.000229725870692938 0.0471701058659656
"42G06" 0.00454428097250001 0.00538631860833336 -0.00313555262805556 -0.0133424855598148 -0.0124393787487963 -0.0156066036612963 0.0710757585091886 7.21858024059866 0.000230930027525953 0.0471701058659656
"85A24" 0.00662192027589286 0.0134532707032077 0.00183892621109129 -0.00379100109395633 0.00502219030501722 -0.00206471653896423 0.0311053528056215 7.20684765940611 0.000233472571044583 0.0471701058659656
